gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,score,sum_click
M,London Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,53.333333333333336,118.0
F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction,85.55555555555556,2625.0
M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction,88.44444444444444,543.0
F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,79.5,228.0
F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,78.55555555555556,902.0
F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,73.75,313.0
F,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,74.5,398.0
F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,62.333333333333336,245.0
F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,78.66666666666667,889.0
F,London Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction,82.25,867.0
F,South West Region,Lower Than A Level,70-80%,0-35,0,30,Y,Pass,68.33333333333333,750.0
F,South West Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,51.0,56.0
M,South West Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,83.88888888888889,657.0
M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,73.44444444444444,351.0
F,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,53.333333333333336,87.0
F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,84.22222222222223,781.0
F,North Western Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,93.125,280.0
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,0.0,
F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction,83.75,471.0
M,North Western Region,Lower Than A Level,0-10%,0-35,0,105,Y,Pass,78.33333333333333,303.0
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail,0.0,
F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Distinction,87.22222222222223,1019.0
F,London Region,Lower Than A Level,10-20%,0-35,0,30,Y,Pass,75.66666666666667,443.0
F,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Distinction,82.14285714285714,536.0
F,North Western Region,Lower Than A Level,10-20%,35-55,0,30,N,Pass,64.44444444444444,785.0
F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Distinction,82.77777777777777,1016.0
F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,80.55555555555556,464.0
F,London Region,No Formal quals,50-60%,0-35,0,30,N,Pass,76.33333333333333,1631.0
F,London Region,Lower Than A Level,0-10%,35-55,0,30,N,Distinction,94.375,2367.0
F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,74.92307692307692,2021.0
F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction,92.22222222222223,2037.0
F,North Western Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Distinction,83.66666666666667,925.0
F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction,83.55555555555556,1331.0
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Distinction,88.88888888888889,372.0
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,50.0,8.0
F,North Western Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,72.0,32.0
F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction,91.25,1595.0
F,London Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,86.66666666666667,590.0
F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,Y,Distinction,90.55555555555556,2285.0
F,South Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,73.33333333333333,732.0
M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction,83.22222222222223,586.0
M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction,88.33333333333333,277.0
M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,52.77777777777778,963.0
M,North Western Region,A Level or Equivalent,10-20%,0-35,0,30,Y,Pass,75.125,423.0
F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Distinction,84.88888888888889,408.0
F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,83.33333333333333,532.0
F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,77.33333333333333,147.0
F,London Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,67.44444444444444,429.0
F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,84.66666666666667,182.0
F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,85.71428571428571,243.0
M,London Region,A Level or Equivalent,10-20%,35-55,0,60,N,Distinction,90.77777777777777,556.0
F,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,84.44444444444444,677.0
F,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,75.0,817.0
F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,0.0,16.0
F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,50.714285714285715,323.0
M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,95.55555555555556,533.0
F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Distinction,80.25,1012.0
F,South East Region,Lower Than A Level,10-20%,0-35,0,30,N,Distinction,86.66666666666667,803.0
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail,0.0,
F,London Region,Lower Than A Level,20-30%,0-35,0,30,Y,Pass,61.42857142857143,612.0
F,South East Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,82.375,564.0
F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,0.0,8.0
F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction,88.125,630.0
F,South Region,Post Graduate Qualification,90-100%,35-55,0,30,N,Distinction,86.875,798.0
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction,80.55555555555556,1081.0
F,South West Region,Lower Than A Level,30-40%,0-35,0,30,Y,Pass,66.88888888888889,326.0
F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,92.44444444444444,1707.0
F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,85.71428571428571,184.0
F,South West Region,Lower Than A Level,10-20%,0-35,0,30,N,Distinction,85.0,129.0
F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,86.11111111111111,801.0
F,East Anglian Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,0.0,
F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,87.0,781.0
F,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,Distinction,91.5,864.0
F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,78.88888888888889,602.0
F,North Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,74.44444444444444,374.0
M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,88.33333333333333,879.0
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Distinction,83.375,265.0
F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,75.44444444444444,1777.0
F,South Region,HE Qualification,40-50%,35-55,0,30,N,Pass,74.22222222222223,473.0
F,South West Region,No Formal quals,30-40%,0-35,0,30,N,Distinction,82.22222222222223,432.0
F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Distinction,85.55555555555556,228.0
F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,82.33333333333333,1108.0
F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,78.33333333333333,803.0
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,63.666666666666664,246.0
M,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,Distinction,82.11111111111111,789.0
F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,Y,Fail,41.666666666666664,70.0
F,East Midlands Region,Lower Than A Level,10-20%,35-55,0,30,N,Distinction,83.57142857142857,497.0
F,South West Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,0.0,8.0
M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction,86.55555555555556,360.0
F,South West Region,HE Qualification,20-30%,0-35,0,30,N,Pass,77.77777777777777,891.0
F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,45.0,5.0
F,South East Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,89.77777777777777,789.0
M,West Midlands Region,Lower Than A Level,10-20%,0-35,0,30,N,Pass,67.22222222222223,170.0
F,North Western Region,No Formal quals,0-10%,0-35,0,30,N,Pass,55.0,92.0
F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,70.0,220.0
F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,Y,Pass,70.57142857142857,395.0
F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,70.33333333333333,98.0
M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction,84.88888888888889,1731.0
M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,79.44444444444444,685.0
M,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,56.5,9.0
M,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,0.0,16.0
F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,85.77777777777777,1194.0
F,West Midlands Region,No Formal quals,10-20%,0-35,0,30,N,Distinction,87.85714285714286,394.0
F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,59.0,197.0
F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass,78.0,481.0
F,London Region,A Level or Equivalent,10-20%,35-55,0,30,N,Pass,77.0,1163.0
F,East Anglian Region,Lower Than A Level,10-20%,0-35,0,30,N,Distinction,87.14285714285714,559.0
M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Distinction,92.77777777777777,696.0
F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,74.0,45.0
F,South Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Fail,0.0,
M,London Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,0.0,36.0
M,South West Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,77.44444444444444,178.0
F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail,0.0,
F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,71.33333333333333,43.0
F,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,84.44444444444444,673.0
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,64.375,831.0
F,East Midlands Region,Lower Than A Level,10-20%,0-35,0,30,Y,Distinction,85.66666666666667,884.0
M,London Region,Lower Than A Level,10-20%,0-35,0,45,Y,Fail,0.0,130.0
F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,72.25,607.0
F,North Western Region,Lower Than A Level,0-10%,35-55,0,90,N,Pass,66.44444444444444,529.0
M,South Region,Lower Than A Level,30-40%,35-55,0,30,N,Distinction,87.11111111111111,661.0
F,East Midlands Region,Lower Than A Level,10-20%,0-35,0,30,N,Pass,68.0,609.0
F,South West Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,0.0,169.0
F,Yorkshire Region,Lower Than A Level,10-20%,0-35,0,30,N,Pass,68.22222222222223,315.0
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass,78.44444444444444,627.0
F,East Midlands Region,No Formal quals,20-30%,0-35,0,30,N,Pass,62.0,174.0
F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,74.8,715.0
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,0.0,13.0
F,London Region,No Formal quals,20-30%,0-35,0,30,N,Pass,70.22222222222223,445.0
M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,86.11111111111111,470.0
F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,82.66666666666667,576.0
F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,60.0,404.0
F,South Region,Lower Than A Level,90-100%,35-55,0,30,Y,Pass,76.23076923076923,1158.0
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,71.88888888888889,941.0
F,South Region,Post Graduate Qualification,90-100%,35-55,0,30,N,Distinction,98.55555555555556,882.0
M,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction,88.33333333333333,894.0
M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,55.0,448.0
F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,77.5,676.0
F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,0.0,29.0
F,South West Region,A Level or Equivalent,80-90%,35-55,0,90,N,Distinction,90.55555555555556,1315.0
F,South East Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,79.66666666666667,307.0
M,Yorkshire Region,HE Qualification,50-60%,0-35,0,30,N,Distinction,85.88888888888889,380.0
F,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Distinction,90.33333333333333,882.0
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,77.5,1036.0
F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,0.0,104.0
M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,Y,Pass,77.0,376.0
M,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction,91.5,41.0
F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,0.0,
F,South East Region,HE Qualification,90-100%,0-35,0,30,N,Distinction,81.11111111111111,233.0
F,North Western Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction,90.0,791.0
M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,0.0,30.0
F,London Region,Lower Than A Level,20-30%,35-55,0,30,N,Distinction,80.88888888888889,2228.0
M,London Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,91.0,704.0
F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,80.0,123.0
M,South Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,0.0,45.0
F,South West Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,73.57142857142857,202.0
F,North Western Region,Lower Than A Level,10-20%,35-55,0,30,N,Pass,78.25,601.0
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,56.6,224.0
F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,N,Fail,0.0,
F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction,91.55555555555556,745.0
F,West Midlands Region,No Formal quals,0-10%,0-35,0,30,N,Pass,50.44444444444444,935.0
F,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,Distinction,90.0,252.0
M,North Western Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,0.0,
M,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,0.0,9.0
F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,88.22222222222223,1392.0
M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,69.22222222222223,716.0
F,South West Region,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction,82.38461538461539,2729.0
F,North Western Region,HE Qualification,50-60%,35-55,0,30,N,Distinction,89.33333333333333,83.0
F,South Region,Lower Than A Level,40-50%,0-35,0,90,Y,Fail,0.0,
F,South West Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,61.0,144.0
F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,0.0,210.0
F,South Region,A Level or Equivalent,70-80%,35-55,0,30,Y,Distinction,87.77777777777777,337.0
F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,84.33333333333333,581.0
F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,54.0,84.0
M,North Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,73.88888888888889,766.0
F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,93.22222222222223,702.0
F,West Midlands Region,Lower Than A Level,10-20%,0-35,0,30,N,Distinction,82.0,191.0
M,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction,83.125,721.0
F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,92.22222222222223,594.0
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,Y,Fail,40.0,2.0
F,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,90.125,609.0
F,South East Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,94.5,859.0
F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,55.0,326.0
M,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Distinction,84.66666666666667,383.0
F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,78.875,741.0
F,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Fail,0.0,119.0
F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction,83.88888888888889,938.0
F,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,76.875,358.0
F,London Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,85.44444444444444,1001.0
F,South Region,A Level or Equivalent,10-20%,0-35,0,30,N,Distinction,84.28571428571429,382.0
F,London Region,Lower Than A Level,10-20%,35-55,0,30,N,Pass,72.125,554.0
M,North Region,Lower Than A Level,10-20%,0-35,0,30,N,Pass,80.0,19.0
F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,0.0,
F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,87.0,478.0
M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,60.25,231.0
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,77.22222222222223,680.0
F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Distinction,80.71428571428571,426.0
F,West Midlands Region,Lower Than A Level,10-20%,0-35,0,30,Y,Pass,75.77777777777777,459.0
F,London Region,Lower Than A Level,10-20%,0-35,0,30,N,Fail,0.0,162.0
M,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,70.88888888888889,1593.0
F,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,95.44444444444444,1239.0
M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,93.88888888888889,772.0
F,Yorkshire Region,Lower Than A Level,10-20%,35-55,0,30,N,Pass,79.22222222222223,487.0
M,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction,91.66666666666667,1150.0
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,68.33333333333333,178.0
F,South Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction,85.0,511.0
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Distinction,84.71428571428571,432.0
M,North Western Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,74.55555555555556,820.0
F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,60.0,
F,Yorkshire Region,No Formal quals,30-40%,0-35,0,30,N,Pass,77.33333333333333,673.0
F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,35.5,150.0
F,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,67.77777777777777,241.0
F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,85.66666666666667,673.0
F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,61.42857142857143,396.0
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Distinction,82.77777777777777,691.0
M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,87.33333333333333,1012.0
M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,83.33333333333333,302.0
F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,87.14285714285714,982.0
F,North Region,A Level or Equivalent,0-10%,35-55,0,30,N,Distinction,87.11111111111111,947.0
F,East Anglian Region,Lower Than A Level,10-20%,0-35,0,30,N,Pass,69.0,1388.0
M,London Region,A Level or Equivalent,10-20%,0-35,0,30,N,Distinction,88.33333333333333,395.0
F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,78.88888888888889,1021.0
F,London Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,67.6,293.0
F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,65.0,92.0
F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,68.0,393.0
F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,75.0,252.0
M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,82.85714285714286,599.0
F,East Anglian Region,No Formal quals,20-30%,0-35,0,30,Y,Pass,65.0,133.0
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,Y,Distinction,90.91666666666667,737.0
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,82.375,661.0
M,London Region,Lower Than A Level,10-20%,35-55,0,30,N,Fail,0.0,39.0
M,South Region,Lower Than A Level,10-20%,35-55,0,30,N,Distinction,83.625,477.0
F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass,68.22222222222223,962.0
F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,Y,Pass,77.5,76.0
M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,77.11111111111111,163.0
F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,Y,Distinction,83.0,535.0
F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,88.92857142857143,2332.0
F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,79.75,429.0
F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,0.0,68.0
M,South West Region,Lower Than A Level,10-20%,0-35,0,30,N,Distinction,82.33333333333333,248.0
F,South East Region,Lower Than A Level,40-50%,35-55,0,30,Y,Distinction,89.375,614.0
M,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction,91.66666666666667,381.0
M,South Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Fail,0.0,
F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Distinction,89.375,701.0
F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,0.0,66.0
M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,79.44444444444444,643.0
F,South East Region,HE Qualification,10-20%,0-35,0,30,N,Pass,70.71428571428571,1001.0
F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction,81.85714285714286,590.0
F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,90,N,Pass,70.0,146.0
F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,72.0,280.0
F,South East Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,83.0,303.0
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,79.375,1324.0
F,North Western Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,69.66666666666667,673.0
F,East Anglian Region,No Formal quals,40-50%,0-35,0,30,N,Pass,49.4,316.0
F,London Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,89.44444444444444,367.0
M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,75.1875,1781.0
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction,82.11111111111111,979.0
M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction,85.0,111.0
F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,45.0,246.0
M,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction,82.5,840.0
M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction,85.44444444444444,1049.0
F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction,87.22222222222223,582.0
F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,60.0,638.0
M,North Western Region,HE Qualification,50-60%,35-55,0,30,N,Pass,55.0,323.0
F,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,74.42857142857143,256.0
F,South West Region,A Level or Equivalent,80-90%,35-55,0,30,Y,Pass,74.44444444444444,797.0
F,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,71.6,403.0
M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,0.0,
M,South East Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,87.0,611.0
F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,85.0,1238.0
F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,76.66666666666667,84.0
M,North Western Region,Lower Than A Level,10-20%,0-35,0,30,N,Pass,71.66666666666667,114.0
F,London Region,A Level or Equivalent,10-20%,35-55,0,30,N,Pass,71.55555555555556,512.0
F,South Region,A Level or Equivalent,70-80%,35-55,0,30,Y,Pass,69.33333333333333,325.0
F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,Y,Fail,0.0,6.0
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Distinction,96.11111111111111,1248.0
F,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,Distinction,92.22222222222223,429.0
F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,75.85714285714286,1954.0
F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail,45.0,90.0
F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,Y,Distinction,89.55555555555556,711.0
F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,76.57142857142857,638.0
F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,0.0,
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,Y,Distinction,91.11111111111111,1938.0
F,South West Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,63.5,238.0
M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,81.25,762.0
F,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Distinction,86.66666666666667,1096.0
F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,0.0,25.0
M,North Western Region,No Formal quals,30-40%,0-35,0,30,N,Pass,74.22222222222223,301.0
F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,0.0,45.0
F,London Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,95.0,787.0
M,South Region,HE Qualification,80-90%,35-55,0,30,N,Distinction,92.77777777777777,1102.0
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,48.111111111111114,186.0
F,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,86.0,1411.0
M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,56.666666666666664,44.0
F,South East Region,Lower Than A Level,60-70%,0-35,0,30,Y,Pass,74.0,476.0
